uri,mood
spotify:track:3KXL4CD1bCU2wON7HWCgw2,happy
spotify:track:6kORLkeSO7ghtI3QXiuT2u,happy
spotify:track:4yWWsLhbrctSWtqhNyq9DK,happy
spotify:track:0dp6u0dB4CJwuFF0MXjAES,happy
spotify:track:38DY0p7ooCscF0U0axdCfj,sad
spotify:track:6LyJRyNAOxckBvpvLBLBKc,angry
spotify:track:47CLJqCkbQ5y49JG6WWWxF,happy
spotify:track:0DBSA80o5OUsKMosiIL4Bg,sad
spotify:track:1gjRrGTfkFpfGt4Ouit8ST,angry
spotify:track:0mRS7tovbCKPWuqUsmsWXx,happy
spotify:track:14rnuwhsCcNt2CGt5dilkh,angry
spotify:track:6yjoLviIwT6onwNdzCQrm7,angry
spotify:track:0gHMDmA31v4McUygM6TyNz,angry
spotify:track:7ERMoOq9btOum3LwAbnB88,sad
spotify:track:0Nvu0LhApVvQiEIhIFhaQj,sad
spotify:track:4brZr6Pwl0pMFfExfK3viL,happy
spotify:track:75VJonM927sxlOyE8cR8Qe,happy
spotify:track:4nvgOOsVAilfa3xgku5fSE,sad
spotify:track:1H9MZ8GfRQOJmeWBkRD7sZ,sad
spotify:track:6tIfLRqGeg2MuXLuSICmg6,angry
spotify:track:3jK0R1je00fp52SiKxEOKK,sad
spotify:track:6dGvaC55JfYcOARZlDPtZ8,angry
spotify:track:1sMlXguBgXKArge6SoW9pE,sad
spotify:track:6W4V7BiQv7hcVFQxDPVi78,angry
spotify:track:2Ter3hehVbjh8Yp2rVJcsg,angry
spotify:track:3ZsBVcedifm2toPTeBp4sW,angry
spotify:track:42mW8YfRXATwhNDBBv0UqH,angry
spotify:track:0VrPi4JTbSyuSgogyVK4eh,happy
spotify:track:1Qri3ivpXDr1EDqh7HiF8E,angry
spotify:track:5xQmQDCbyZCwXttJtrNj4j,angry
spotify:track:7ijYHkEr1fBVOhR1PrloqF,angry
spotify:track:2WEGEC7wGsT4wVGJOr61V9,angry
spotify:track:4IujhvFdyepduQjWj01oUF,angry
spotify:track:3IUblfn0uuQiyy44ppOEug,angry
spotify:track:3X73JXN4ncXysXrh0u5tHN,sad
spotify:track:4E0e5SJu1U1sHyo8dpK5vM,happy
spotify:track:2jdxurfHt6AEm0TrQYa8mr,happy
spotify:track:2I0eY8mBAE0e5EInFxbCzT,happy
spotify:track:2TEUMW7NKznqreRveD5eqB,happy
spotify:track:0AqZVoCozPA9Hsp4ThEYyv,happy
spotify:track:2oxe45uSITJJbubQX2d0YN,happy
spotify:track:2wJK21W9m9kQVKwxI2IyOI,sad
spotify:track:4IoAZAJV3QcUSGsDQOgjv2,happy
spotify:track:2WohGlK71bEl1a7xDgf88s,sad
spotify:track:0ojSU3QoovuJxwVYk34opc,sad
spotify:track:5czUHWq103zd3HYhxLMZmC,happy
spotify:track:5B31KBrpz0F2SxANyDJhnV,happy
spotify:track:2f8MjDEJbEdVd4u9HvG9T3,sad
spotify:track:354fJjKKFRKGmXXJ6iPV2Z,happy
spotify:track:3ik67NThsk0dYPlTgl3DSp,sad
spotify:track:4G8f7ZK9hg4ygOEJOW2GAw,sad
spotify:track:5ityS8PI73tCphBgc3bB39,happy
spotify:track:1b1nWYKuJZEUthmNzCpseJ,sad
spotify:track:1mCUYpR3ZtwaqvcdCjgLuT,sad
spotify:track:70aSMOtrIMHL1CAdoyxFrZ,sad
spotify:track:4IXMdUloqh2U9uXD9KZjJn,happy
spotify:track:3cm42wcSsj1dJrf4EJc8Dm,happy
spotify:track:3WOWOUvh2pYdU3r392vEur,angry
spotify:track:7MmNNMNYKNjpCVAfYYjfNf,angry
spotify:track:5HVUJkKFTLZAumcHUBxbiW,angry
spotify:track:5crcBZnV37tePWZ9EEHWbC,angry
spotify:track:49dQt7R702OTRV8JSZEdFi,angry
spotify:track:3SNDK76eFjwKIdT386zf1A,angry
spotify:track:1tbvUItLL5ONNuU3ap8JU3,angry
spotify:track:3ml8Jk5bS338QLQcG3CKui,angry
spotify:track:4FBuwfkDyGlCjkV1fmKq9A,angry
spotify:track:1u5NmR9XTYIEC0tj5Z9xmC,sad
spotify:track:7veF8PDVJAK7mKeyzD5fdp,sad
spotify:track:54VpGOSXcMJOxXcJHPtomB,happy
spotify:track:0DPQmLz1ZhTQCa9Nubqi27,angry
spotify:track:6tpiMj8mTkWhG3BEetU8sX,happy
spotify:track:0HUVJnPGItELs2q8wtANgu,sad
spotify:track:3wmInLx2NVkEoQzCxpVZs5,sad
spotify:track:5CRwkOS0onyUgpJ0VrKiBq,happy
spotify:track:4ku8hsSL7DNf2OH1jxRv7t,happy
spotify:track:57dtNTwB3Uu2RySRbnP5FD,sad
spotify:track:6Dm8KFeZ5RaYNmU5g8QdBt,sad
spotify:track:6TZKoLdsdZgPgjU66fIh2M,sad
spotify:track:0lUMB1r9MSJcOn6q4ZAt3Z,angry
spotify:track:6gZAucA2cGGKOan82OJvB4,angry
spotify:track:3XnLRYmSMuTAlYBywGTGju,happy
spotify:track:0BHNjs0G2Zj1fCSSGkYJBp,sad
spotify:track:06VOAPqJ2qOk1mCM1e3CEK,sad
spotify:track:4rFFN0ewvEbZwBYzBgD2iz,angry
spotify:track:0NQRg92pybuSrj2LfmQ0Uq,happy
spotify:track:36ovTy5MistoSONOpyPEgJ,happy
spotify:track:6inCb8XrlXVcCbGxPk5zPV,sad
spotify:track:0azE3RmtC1P3Y6fRKJIDwY,happy
spotify:track:0aVCsiq1y9TZ00q1XZd7Ry,angry
spotify:track:4wrAQkDdJEe47gG0POLG1G,happy
spotify:track:5PcC0PBzR1XRwzbiblcBd7,sad
spotify:track:6OFZHruzEG0YJ4RSdJLL2C,sad
spotify:track:7ED0kEWZJdu4N5cudhAC70,happy
spotify:track:0CnGYxs3kxlsgqTHjeFDXs,happy
spotify:track:4rCS8mEFKvciMD2UZXVqPZ,sad
spotify:track:3ir4QadLwGvJgZqlRNEWGF,angry
spotify:track:5lPSs89hKtGkoJ6zE4txLi,sad
spotify:track:72C5owbP4nLRWpEKYUZL3o,happy
spotify:track:4MutNDdqMhOYRiush7Uzn1,happy
spotify:track:0gMEondNuFBfp2v9HT0aBj,happy
spotify:track:0YpLYbSUOWTlj2Hqzc1riH,angry
spotify:track:4Bi2jtOAYPvjMnHVieDMCw,angry
spotify:track:5rzifJikUWr1vp0GhOU6Ha,happy
spotify:track:5zpYwzo4qYxWPSEqfvITp6,happy
spotify:track:4x60VisgAyn19mRvBUPQBg,happy
spotify:track:63QC5yQtSjdpxQfymvinKC,happy
spotify:track:03qmvWJwZ1aq61fi0SxcWl,angry
spotify:track:7seGWbksC1EWug6PbJ76Ml,happy
spotify:track:3lgugt7YER6yrQX6Zgx9GC,happy
spotify:track:3BotSRfkjvito6KvHIvS2c,happy
spotify:track:2fpoe3QTBGXme9Ah2Y0wcp,angry
spotify:track:6IXLbeoCISk1hhcYozWBGl,angry
spotify:track:5bUkgq3u08jtiQwBszxnjV,happy
spotify:track:16rzJLeYsxVujfVIcZOn56,sad
spotify:track:6E0M7mUWMZLkqURu3NelUO,sad
spotify:track:6UZM7wcC97mRypSnCX91IB,sad
spotify:track:1hZJ6UYzTzKSIPEkOoKCDI,happy
spotify:track:1OWYw9x5rS9YeqFHigsJp1,sad
spotify:track:4vVIHxe9kdEsIrrTeHnHyG,angry
spotify:track:55Bldp88gOkg2ei45dlMhG,angry
spotify:track:5deJ93GGaHYD1IjdG0T8Pz,angry
spotify:track:4MnWiTb7X6nbqxF8EtDzTg,angry
spotify:track:0MUZAcbdUHYqvMRzIVixqV,angry
spotify:track:3i2jfExTOuO25aoyS05RbK,angry
spotify:track:2yGW59d94dNOf90TKTyPhD,happy
spotify:track:7MoBzFRZnOuBYOgq6G3zzl,happy
spotify:track:6gFeqs9dHXstnlm6hgx4q2,happy
spotify:track:3GYf6yjScXiZ52TFgKxnkF,angry
spotify:track:7GqLpoG98XJMf8KpZMafpM,happy
spotify:track:27IaVvlKEWO376ZdCET0hh,happy
spotify:track:02puLj8QSUZPTJGOBkZIN4,angry
spotify:track:49HYEiBHEErPnyMWBJxHzY,angry
spotify:track:1TvTNpbbggZb8WVys6X1dU,angry
spotify:track:5hyV7awSl7X4RrEklCBMvL,angry
spotify:track:4Gfw5SfLjPohN7zC1goxXz,happy
spotify:track:1CAiaZsv0YkBP63KRj8fYn,angry
spotify:track:0aHpK9IvRuY1vJ97T1SuKl,happy
spotify:track:1C8N3GCkEGIQgvRNuDxgkS,happy
spotify:track:3exZaB3aWL5FDRXOh5nLcA,sad
spotify:track:497RhabXN14IDFq6BMzqED,angry
spotify:track:2jSvBTYm9CkS1oSTtlsiTp,sad
spotify:track:3h9EKCZpgBVACioiaGfmEY,sad
spotify:track:6JpqJ7ROkgDo45b4v82klG,sad
spotify:track:0nBsyEjfaOvVgXjPIxKsXI,sad
spotify:track:3RH9ljhzFHWM427PH1OZEK,sad
spotify:track:5rEofL0lLFxwwd017vYXF8,sad
spotify:track:1B2Cyj7lPodPaJyH3d0TZG,sad
spotify:track:1toEQvo2woCXtiry279VL0,sad
spotify:track:7Mpu2R8BvELOSbt7wQa8JY,sad
spotify:track:4RELuqjg4aPtrlRnzZpAV5,sad
spotify:track:73nOTfn3rWQSsXMnINsiY4,sad
spotify:track:4PNiAk0JtEG6yr9XLsn8Pv,sad
spotify:track:1Tz205Z2ziIHYfDYuL4mbE,sad
spotify:track:5Z11Wudrp0gfQmPkWpoMHY,sad
spotify:track:5qmZgO7GX9DeUyFtV1RoGj,happy
spotify:track:0r3FMewMvqQcuRN7yMzbnj,sad
spotify:track:5KO2r2ku35cZBxYBl2cUbw,happy
spotify:track:2znPsFUKtm2lTzU53QCHYE,sad
spotify:track:0AhcXZpqfjE7ftO57cCaas,sad
spotify:track:2AXa9gumA1t0EWKvWymc6p,happy
spotify:track:1PWWDVzzym4LzWmyHXTbwM,happy
spotify:track:21Kc8DBoAJxzPO6AGdPJZ4,sad
spotify:track:6GBiam851r3FnMfWyza024,happy
spotify:track:48xSxuH3aSd86rJpotla07,sad
spotify:track:1n6uSRKHNuZAaF8uJ5Sct1,angry
spotify:track:17D4ioKr2pznYC2fk6r1cM,sad
spotify:track:6qoXuEkCMBY0HYZ2IlGvFJ,happy
spotify:track:1WTk5sfyY5sPGhE1s3GG7M,happy
spotify:track:2j5Zkzy7uR8AlCJyJvT1B4,happy
spotify:track:1U3TKql0TVeJmvcMD07LFl,sad
spotify:track:0fotspXO06330mx1lvkZW5,happy
spotify:track:0QHF201AOeVlHoxKJhyzqU,angry
spotify:track:3tcElLSzUMD6crB0s8oFI1,angry
spotify:track:7ELFKijOD0bjIyGp97gYyO,sad
spotify:track:4qXAypmtLSfBwu8RqPKfsD,happy
spotify:track:77PfXRt5mGIe7tV04ML43Q,happy
spotify:track:0XeQMsTmGxxe9Z9W9xMlzh,happy
spotify:track:08jdAMqbWDaNaqcbobqb1I,happy
spotify:track:5zaqBHV2GILrHL4iQVIBmN,sad
spotify:track:7fZlzUuOJu7JwkbybZb8rD,happy
spotify:track:1CBBrjpp3U6zB6OBBbgJKP,happy
spotify:track:0IApmy62xYuK3Uxo5qMSGP,angry
spotify:track:0IpDmsZTewzKvSFjvJANO9,sad
spotify:track:42LLLWDAbsGvWCJmIiSNTV,sad
spotify:track:6G1rjrxzPXBy9xHNksAX5b,sad
spotify:track:1r563HOxILQiQ6dRTgNIKW,sad
spotify:track:0RoOzwFyhyFnusI9egWBKO,angry
spotify:track:5jBOjVeHa7LivR5kO6by0b,happy
spotify:track:7083BpWI3JZmVDZkccOTJZ,sad
spotify:track:2LeKFROk4McqRXRMy7YR96,happy
spotify:track:5MaxulIDdR04gv7b334CYX,happy
spotify:track:5H9Rm4YeN5lkkTc15y7Weh,happy
spotify:track:1sSz9IAVitBXDF47mtMB2X,sad
spotify:track:75TZt74YXA1KOqgGAr4cSs,happy
spotify:track:7nYL2ZzG1DkDdjqn0jbFDh,angry
spotify:track:2uRned7iTGOuHYMtG8ugUR,sad
spotify:track:2e0WU9sULUgcX4zrFCmlqK,happy
spotify:track:5o9ffgt6nyB9cO0vwoxFFD,sad
spotify:track:4PbbVzLzoFvrrMlrAELxhG,happy
spotify:track:4oDzrg91OGXYHJvoB2NjmG,sad
spotify:track:1Z7Zy4NVSUmmnoz2bE3sGn,happy
spotify:track:5YYzbsOG5XGnPCBZlaiG1U,happy
spotify:track:4OJXc4S7KGhEMGpXPAhl71,sad
spotify:track:0Gvl5yIfikOYfH4X6X0KdP,sad
spotify:track:3WX4hkQElGnf3DmYuEHkvW,sad
spotify:track:7dCHqMygTIwiDfTuyywf4U,happy
spotify:track:6hHLSmmi5zBvICXBbm7JK3,happy
spotify:track:5bowwIOen8ujSDCFxVqBGU,sad
spotify:track:2Clxc5q81eubQZcaH3PSTo,happy
spotify:track:60dv2hGdXopAodNvBzCGib,happy
spotify:track:2RitQZzh7yYCSNUDFXi54V,happy
spotify:track:7ExNUmKFePtAkI2D2k84vw,sad
spotify:track:6LnmQX4X48gP5LyAuWEMX5,happy
spotify:track:3k6HazVDAvSipdPKrBM1X8,sad
spotify:track:3Wcgdhhu13EIYXgoNvjHaQ,sad
spotify:track:10bshGBGrjCsseiSIbwkPL,sad
spotify:track:4OQaICFkG46ZdLkmpojM7T,happy
spotify:track:4RtvyjKrwW3eTfxDDVke92,sad
spotify:track:0htkAULz76m0k5mdMomzOa,happy
spotify:track:6GcWpyKjif8BZrYhkzPBKX,sad
spotify:track:38h4PFQ6vxeOqR4TXz3WRQ,sad
spotify:track:3b32MHfX3q62EWBLFPpNC6,happy
spotify:track:6nkauN8K7tGkKV4OKQAlO2,happy
spotify:track:5O8hTtn61k5xM0hIbcGmEj,happy
spotify:track:1u37P8HjN68IF7AZ3Mnthb,happy
spotify:track:4AYlp0Z6xGhI7tA6iyOVAo,sad
spotify:track:53n5xAjgJ8w3Q3LWGe5Y8c,happy
spotify:track:3QdpyahoBUf96byTNfVoV8,happy
spotify:track:7JFno7GaWfJDPGlCiYkAnf,sad
spotify:track:7xfhw1ABzb0WUTVQrXJpr1,happy
spotify:track:1ul0rU6lyrlF4Y7cFTHU8H,sad
spotify:track:6DqYTpDXruUd4LGZOoHjaS,sad
spotify:track:3AYFdfccvoesBUCukRJePw,sad
spotify:track:7MQ72z5LQUBs7yv4dRyTH3,happy
spotify:track:0yEdQJBllGbsTECzux3mPc,happy
spotify:track:3udu0P3vnz8y2mrhzirqeg,sad
spotify:track:3V9W0KWQLfwotwecEwJIWX,sad
spotify:track:6ntVr8FoXPAkADsw1WmWdh,sad
spotify:track:1FA5LzZ6FUKysYlBLHSkAS,happy
spotify:track:2gBLwtnIqB33PpWgx11kEo,happy
spotify:track:4eyr98HAV2khpsnWc2EJLc,angry
spotify:track:3VXbNAMH4NbyciYBtUzZAK,happy
spotify:track:0Bw1lOGls2XMMUGXlEH89G,sad
spotify:track:1l9eMMaNZv0hG87CQdargS,happy
spotify:track:3j5v343zSsdVGSzBhhwFPJ,angry
spotify:track:5XkpnjCG4YYEchsYD4Lwtb,happy
spotify:track:0xnAS6L5gS3GEBaOxlKo6i,happy
spotify:track:7bmYqcVoDcYrDqgfzVI7N8,happy
spotify:track:6gUAfCxxzkNAJ4x5srNevU,happy
spotify:track:2trQF5tW7QSrffGwUNBsuo,sad
spotify:track:4iiPyU2CCZSUFjqGNH5Vl7,angry
spotify:track:0PKGmI7IMaYlhXavK2gtix,happy
spotify:track:08Vy5PBElH39RskB1UwwSI,angry
spotify:track:0Y9lhZlOPIjYB4xrJuyGGt,happy
spotify:track:22Mptgch8wHSg457yieHSt,sad
spotify:track:6iUCdN8XgaU1KXlj2Hfe9I,sad
spotify:track:5fN2bvw28uL5DiLIPASfjJ,happy
spotify:track:5RECPFae1U4jA5e6OeDz98,sad
spotify:track:0KvC6Pqo8SwGB2AbI1xQlp,sad
spotify:track:2wZJ0Wh7d4cjcYAkIvHIxX,sad
spotify:track:0EGfnxbS8ii9g1C3zfGiSc,sad
spotify:track:1dIB4acx6fLh4fPaG8c4xk,sad
spotify:track:4EzvU6CA7tLr0veg7KDVCC,sad
spotify:track:748JMIkgytJmEeX6xH7Tbb,sad
spotify:track:6oVr0XWBz60RJXqX8p3qR2,sad
spotify:track:7HEkbsk02amu4kGeW23VNz,happy
spotify:track:34TrlNV358jNNrQ2utmsVV,sad
spotify:track:1XwGktwyRE6oQJYOPANf4J,sad
spotify:track:7GKjfPDtBJtdiJQMjV97TD,sad
spotify:track:1TivP0MDC87Z9BAt85SDl7,sad
spotify:track:33YnN877XS1ETgatdUTJRA,happy
spotify:track:2ATuJT342ID3BIyIDH8yfx,happy
spotify:track:5k4setPTcuRqiUUDHM8N8I,sad
spotify:track:76K9vm0jRQuXn2rIl5syzZ,sad
spotify:track:1HvpXA82huLNxU36whzp6H,sad
spotify:track:32VSwgRdtkRI0Y3qDO3j69,sad
spotify:track:6oPsQApKb0IC5KYzO6uiyv,sad
spotify:track:1O4TBC3Z38MZdNWIH1B22W,happy
spotify:track:4BbgpOwvGbZ1f1xkSKi2qW,sad
spotify:track:5FtrUEqbX70svZ9ocbZkIl,happy
spotify:track:1jxT3qZmj6N57J6LseX3LM,sad
spotify:track:78GDhlJoxHvYXJbN3IF5ce,sad
spotify:track:41bodA9cI3a6to879mAbbo,sad
spotify:track:5LCVOgaAfrshP8gD8gDQbM,sad
spotify:track:0sm7n72qiuvwIPrS7HSLIV,sad
spotify:track:0WfChEL3VnAmWDQHO2zpUw,sad
spotify:track:4yJ3fiXE39DJr4heu4rssi,sad
spotify:track:0CkgFE6eLlRVu8jRVzQ8V9,sad
spotify:track:1sQituEKVyKjh8IakJLU9c,sad
spotify:track:64wKibpSHB7wAhbY1Ls45U,sad
spotify:track:45qq2PwbHoGgdChYzEJ9mw,sad
spotify:track:1JRV0cVpjXa6Xxd7RkSONd,sad
spotify:track:4JxRREn6JBrXBbZSM87dWz,sad
spotify:track:35ZZ9lJgXPnVt1yf4asbXb,happy
spotify:track:0M7mWqb8xzVxL4s1ms1OWY,sad
spotify:track:7nECeuyUTZJKCUShZ9gX7X,happy
spotify:track:7GUi45lIzNAFY5InJSGtXA,sad
spotify:track:10R6Fv04RR7uJv1BRqH0uC,sad
spotify:track:0BABwzOWG2YN7k1944Iz4O,sad
spotify:track:2M770yQaJA4yh8LnuJZhhK,happy
spotify:track:7xW0zJfgxYGmd4lQueOdht,sad
spotify:track:5MNx4MdIgagkgVlCATAq2b,sad
spotify:track:6lOFvD0uJcJd7INQbac7FU,sad
spotify:track:5RCV3lGK5Ld2UpdaEEl09n,happy
spotify:track:0AlkXjG6fGoJrHe6KlmuBx,sad
spotify:track:1svcRUhcEUQQah0PS4Btz2,happy
spotify:track:76HF9ydzb5pMKoXOzn3ub8,sad
spotify:track:3MKHQ04HgPPrloc0oIuo0f,angry
spotify:track:5gn7HDJLAkPwoXAG9Q0KRH,angry
spotify:track:16XuBJSsm4cXXR2P6CGqPi,happy
spotify:track:4HOHJbZ6j8jNTUNYtCv9Ou,happy
spotify:track:4xwtDJE2r8cwKiA5PQz4JJ,happy
spotify:track:766AOUIOIlbYjp5c3La3vM,angry
spotify:track:4prMyntRyYCFH4DFqVVFk7,angry
spotify:track:2nbc5ZQ0ogUk0aYF2PkUqa,sad
spotify:track:5GkOxUG0rcTHuLIaNK6Utc,angry
spotify:track:1L0nAtyh6tbJNiqtRBk9Ya,happy
spotify:track:5vpBHwPRm7fJA0CjeBVpVx,happy
spotify:track:0IK8wDxHgEgaVstYcdf7nK,happy
spotify:track:4ngaLStlbPg0OdaWewjaVf,happy
spotify:track:471sXvN5C5vfMSBdKrGpo7,happy
spotify:track:1V0jNfRjre3zKo4h8AB2jl,happy
spotify:track:1epv7ipZ1FHtMJ4pdiQttX,angry
spotify:track:1UuCQ5gNjEY8N7TBQIYNmA,angry
spotify:track:7nZkRDqYYHckyuVq9Jo7kN,angry
spotify:track:7IYDN1JdSbDVEMlHOXk0Xq,happy
spotify:track:5ySRVKbWceQvPhoyXW0Mr9,happy
spotify:track:5k56zVKkwpckvxLcciz3XN,happy
spotify:track:5gJPsO9cc6lWhmjOD7ZGgC,angry
spotify:track:5gaESBzP30SIaFPVIAlIpT,angry
spotify:track:3ESxGLMBnrktn7ean4jEn0,angry
spotify:track:5jPV3O9mmO8eLbURAfAbGT,happy
spotify:track:1s6lUlJix7wfRIpyMfI4SN,happy
spotify:track:5PiSY6VrudzjoDNlwBsDS3,happy
spotify:track:0vqR8hgX3U3PXBj717oKly,angry
spotify:track:3YeScypWNQnDE6ZkaRVKaZ,angry
spotify:track:16xUJUebp4ZQ0s5GeRkogY,happy
spotify:track:4j6HC045bidY3Y8iwCGm54,angry
spotify:track:7mWTbJsa7nBOh92ZbHyQuJ,angry
spotify:track:5NKhtZIDwyO89YzSEU3gup,angry
spotify:track:5nfBKQjOxXFGsvwYwNTJ5r,sad
spotify:track:0YYJgh8N6CyjigLVRTvOdq,happy
spotify:track:6thYFdbWJ1qbzXBFkCWe1W,happy
spotify:track:6vvBveMBB29pIUuPjBSake,sad
spotify:track:7HF1AGZSgkeVYNQO2TXA2T,sad
spotify:track:3h9rM7Rt6NsIijm0YqMgAj,happy
spotify:track:62pExQ4neW9QyawLsYzWh9,sad
spotify:track:2RVC2mnyeM7kJtrBS0Z16J,happy
spotify:track:4yo29DMbbp9gxYur7e5HtQ,sad
spotify:track:0ShlUwoOy5eawr1GXYzIqp,happy
spotify:track:0WnZjksIirUe1IDIc3r302,happy
spotify:track:3AizMDxfbGDEK15NhkIJ5k,happy
spotify:track:4eehJ8iFweCoa0rTtRhrNh,happy
spotify:track:7gsRz9Ru7gYUJrLUzviZDf,happy
spotify:track:2Wij1NEyH5VMvYVc3aCmmt,happy
spotify:track:58xID2UtBcC4qae8USE65u,happy
spotify:track:0dWcJNcGr8iMOlb3FAarVq,angry
spotify:track:2ryA1BliGVycEEOAX5lYXD,happy
spotify:track:6jJCAysm0d4dxQ6nuFj5NG,angry
spotify:track:5dc2GAxqf2NDXJ50WClrCL,happy
spotify:track:4pll29NcE2kgeCm3aOaUj1,angry
spotify:track:4CZarTogpdiuWXeO6c7Z4d,happy
spotify:track:4cq35QhUY1HfpMyZKOVxEQ,happy
spotify:track:6KtQVDyf8X6pmOJo1TQ8MF,happy
spotify:track:5p8rD31NTKWuDhsvp7XrEs,happy
spotify:track:67zEuKOH6XR07YAVqaSlDs,happy
spotify:track:7wxSELeZmGpt0CZzJBXZYk,happy
spotify:track:3MR03zDsCWqRrDdUEWkYZS,happy
spotify:track:5QOwAqKb1rGQzmy8fwfRY8,happy
spotify:track:3Gg1GRIvP09nsMY82At99a,happy
spotify:track:5J9kaz6HjpeVY08dZWtwmn,happy
spotify:track:59R9FtEBXHOFUPHkkINbk7,happy
spotify:track:7jCFQjeEBL43Mei9Xkx7Ld,happy
spotify:track:5LKlyjBx49DicURIHi1DwT,happy
spotify:track:0yZymXu8yPPHOqFeBK96dd,happy
spotify:track:2J2vUuomuC6EpMBBvsv5HO,happy
spotify:track:1V8eKhbrwOfvmXPAvjroDx,happy
spotify:track:05zmNh4CjTWqmiLZtT5LZX,sad
spotify:track:0PuwB4pDQ1rS32qaKgNtkz,sad
spotify:track:1l0vBL9aV4VxuBTks7eIum,sad
spotify:track:7JsL5411N8uzsPmFQOo3JG,sad
spotify:track:4VCEeY6l6sIbRZnrn5Kxfr,happy
spotify:track:0tBU3LOqZ4S8rswW9Jfxjr,happy
spotify:track:7DYw9ZNBYSAwpLYKJZ3Qer,happy
spotify:track:6l4r2e372dVpOKk3QS1VJf,sad
spotify:track:45Z407vopy7ypEN862dkPp,sad
spotify:track:2ydIKKKimLhmH7C93RzRqE,sad
spotify:track:4bPoTU2GqulLbmO5Y9Ity8,happy
spotify:track:7Acur2wTSDp7KqWodWG1Dd,happy
spotify:track:0tMCk856QxjtzG99DzcXP4,sad
spotify:track:70wjUFRw8xDrXo3fJYOPmf,sad
spotify:track:3tqiVru3SckRtiWrsaVsyE,sad
spotify:track:4m2dSr3P2ptl2PdV54XnKD,happy
spotify:track:7fJbmFxJiJOe8DBncyifwP,sad
spotify:track:0lEtSvtgZt2v9eS4WEitRx,sad
spotify:track:6MTuhyWKfg92zYIprUYfI6,happy
spotify:track:58yFG85TtvC8oHn9nNKY3i,happy
spotify:track:6TgTidixzPXvK0kIgplhvC,happy
spotify:track:5lBTALXGBAHtnSpjeVLWvG,sad
spotify:track:6cW8ZN9rf89gTf3c0xSQZ3,sad
spotify:track:5rqK3dcdydtDMH1Qxe4i5Y,happy
spotify:track:5wRenI0UiiId5s6FCYZvqH,sad
spotify:track:4fVpvmszeFGc8oMUuBF2SQ,sad
spotify:track:53ZmhUtqM9msZvkUrPTMyq,sad
spotify:track:4NYZOO1DgBA5NnQ4FBYnuY,sad
spotify:track:4B7m2cHAuVtzcK9wLtNp1u,angry
spotify:track:4bGGAPgIcAejmVj2AcKaEa,sad
spotify:track:5P3Ljfi8NlujGU1hzYQhT8,happy
spotify:track:5jgJGLlWMrgeKkq8dbfX3n,sad
spotify:track:1zE1MaKgdffoDJOORJ1yJh,sad
spotify:track:2l78A594Ii6KE4ZO06U2DW,sad
spotify:track:5C036Eqh4T7oIG8BlvjBIj,sad
spotify:track:62norayGxrZeftQkDfM8me,sad
spotify:track:3qJVGBWzgJCccxvpL8pToh,sad
spotify:track:6Lq1dC7JIEPTxmHTgCXTEP,sad
spotify:track:0PaNVnE8hkRPxhsgzcX8eX,sad
spotify:track:6yBsOj4unH3IK3UxOFvOuP,sad
spotify:track:2k3u4clLI7jKAbv2w7AE0Q,sad
spotify:track:4jYdDZNMBDZcyMXKT6C4TU,sad
spotify:track:6rAUASPjQx25qnI43VfMv8,sad
spotify:track:6cmJpF3e8uyEVPSr2vu6ky,sad
spotify:track:3IXDTmSGHWuMzhxltknHvR,sad
spotify:track:4NPZjkQjlKObElhZx9xNBD,sad
spotify:track:0f7LbMbb3ALS2g1PTB1a6D,sad
spotify:track:0Nb7gtB95s7NVlDxluppGC,sad
spotify:track:3JBBtnN4iscw39Vcz08pu8,sad
spotify:track:5CJAypgVsMW19p39CO7OJA,sad
spotify:track:1bfhih7xE2Kk1IvHiDYpzJ,sad
spotify:track:6UXyXSjOZDRbn0xXNii8ak,sad
spotify:track:5OJ3s2Tn3NLhHDJioGRGY8,sad
spotify:track:0xO0fWVzxTCd9rctnAzrD8,sad
spotify:track:0rcAmZRVzPJzy9rDPpw9s1,sad
spotify:track:76Ifs4gzg1xYLTr5H9XK1s,sad
spotify:track:7Jo67rV6FYlZEWEkmELyIu,happy
spotify:track:5Aq4mL6NRtvhj7UUaTyNWY,sad
spotify:track:2cXTQk1BapPPsme6OIKgbI,sad
spotify:track:24mSXCVrHY8EuRW9IDnYPD,sad
spotify:track:4cJXL2PWgY7FxeRbEZC3SC,happy
spotify:track:6y55dX9XB7ob9XiaiPK2xh,sad
spotify:track:3e8Rkbrbxg4eOhGNbzAQuM,sad
spotify:track:7EjjcECtdtMclnIv86OZW5,happy
spotify:track:4ABX98Ne7b8Fn8FYq2yL7j,happy
spotify:track:1eZlumtgQdSnMXUcVmYp9q,happy
spotify:track:5Yhlbn5rkOKlUMDab7ZMnS,happy
spotify:track:3YEHvD3wMA9oiafsDV0TY7,happy
spotify:track:2oxu1d41tehJBAQBd3irut,sad
spotify:track:5b6kdFSwUpXclYSjwR3lMk,sad
spotify:track:1bFjJLJ4zCICViED2Z8MXi,happy
spotify:track:4qQUQPWW7sJmVGveGWtQgI,calm
spotify:track:2Mh0TxwXthPLo6yjmec1BB,happy
spotify:track:3Ja9NgnqxGBM3Ezc8yqknC,happy
spotify:track:53WRUvlF4BzMsGZaG7vo08,happy
spotify:track:01CVMvwYIAcSIyjEUTZJv8,happy
